order_id,store_code,product,category,quantity,unit_price,order_date,customer_email
ORD1039,ST-002,Jacket,Electronics,7,31.73,2025-10-19,rohan.593@example.com
ORD1040,ST_005,Widget,Toys,2,105.97,2025-10-26,karan.536@example.com
ORD1041,st-003,Notebook,Electronics,6,61.19,2025-07-22,kabir.688@example.com
ORD1042,ST-002,Notebook,Home,6,232.4,2025-02-07,aarav.470@example.com
ORD1043,ST_005,Headset,Grocery,2,135.33,2025-09-17,james.136@example.com
ORD1044,st-003,Gadget,Electronics,6,72.68,2025-08-13,sara.721@example.com
ORD1045,st-003,Headset,Toys,1,167.63,2025-10-11,emma.955@example.com
ORD1046,ST-002,Gadget,Electronics,5,30.63,2025-02-24,sara.160@example.com
ORD1047,st-003,Notebook,Toys,-1,179.97,2025-04-15,james.518@example.com
ORD1048,ST-004,Notebook,Grocery,2,159.3,2025-05-22,vivaan.4@example.com
ORD1049,st-003,Speaker,Electronics,5,,2025-08-15,sara.723@example.com
ORD1050,ST-004,Kettle,Grocery,2,20.66,2025-12-20,kabir.559@example.com
ORD1051,ST-001,Jacket,Apparel,3,108.59,2025-01-22,emma.374@example.com
ORD1052,ST-001,Backpack,Electronics,4,167.4,2025-07-01,sara.906@example.com
ORD1053,ST-004,Headset,Electronics,4,216.42,2025-04-01,sophia.26@example.com
ORD1054,ST-002,Camera,Apparel,7,200.95,2026-01-12,rohan.274@example.com
ORD1055,ST-002,Speaker,Grocery,7,218.3,2025-08-29,rohan.205@example.com
ORD1056,ST-004,Backpack,Apparel,4,57.29,2025-12-04,meera.409@example.com
ORD1057,st-003,Notebook,Grocery,5,89.08,2025-09-18,noah.696@example.com
ORD1058,ST_005,Backpack,Grocery,2,219.51,2025-05-14,ishaan.595@example.com
ORD1059,st-003,Widget,Grocery,7,87.73,2025-06-10,sophia.621@example.com
ORD1060,ST_005,Gadget,Home,4,65.17,2025-12-29,sophia.2@example.com
ORD1061,ST_005,Speaker,Toys,-1,92.33,2025-02-05,liam.639@example.com
ORD1062,st-003,Monitor,Grocery,5,127.77,2025-12-08,sophia.335@example.com
ORD1063,ST-004,Camera,Apparel,3,49.58,2025-12-07,noah.694@example.com
ORD1064,ST-002,Charger,Toys,5,102.71,2025-01-01,emma.294@example.com
ORD1065,ST-002,Lamp,Toys,6,,2025-08-15,meera.524@example.com
ORD1066,ST-004,Speaker,Electronics,2,72.38,2025-12-06,neha.344@example.com
ORD1067,ST-001,Jacket,Electronics,5,57.71,2025-04-12,kabir.26@example.com
ORD1068,ST-001,Blender,Home,-1,114.94,2025-11-19,karan.200@example.com
ORD1069,ST-002,Camera,Home,8,101.11,2025-03-17,aarav.915@example.com
ORD1070,ST-001,Speaker,Home,4,45.62,2025-12-23,arjun.476@example.com
ORD1071,ST-001,Kettle,Electronics,2,115.2,2025-08-26,arjun.573@example.com
ORD1072,ST_005,Backpack,Home,7,207.98,2025-10-08,mateo.919@example.com
ORD1073,ST-002,Camera,Home,8,66.28,2025-05-07,james.785@example.com
ORD1074,ST_005,Sneaker,Electronics,5,111.09,2026-01-01,emma.241@example.com
ORD1075,st-003,Backpack,Apparel,2,36.32,2025-04-29,noah.711@example.com
ORD1076,ST-002,Camera,Electronics,2,104.89,2025-06-19,sara.478@example.com
ORD1077,ST-004,Widget,Electronics,7,98.59,2026-01-30,karan.969@example.com
ORD1078,ST-002,Widget,Toys,7,120.29,2025-06-30,emma.772@example.com
ORD1079,ST-004,Jacket,Home,4,123.08,2025-05-20,sophia.498@example.com
ORD1080,ST-001,Lamp,Apparel,7,181.6,2025-08-28,kabir.638@example.com
ORD1081,ST_005,Widget,Home,1,,2025-08-08,kabir.888@example.com
ORD1082,ST-004,Charger,Grocery,5,96.02,2025-04-19,mateo.335@example.com
ORD1083,st-003,Speaker,Home,5,188.5,2025-08-04,james.855@example.com
ORD1084,ST-001,Sneaker,Grocery,1,249.98,2025-06-29,rohan.666@example.com
ORD1085,ST-001,Speaker,Grocery,1,237.5,2025-04-13,aarav.637@example.com
ORD1086,ST-002,Blender,Electronics,8,168.03,2025-10-16,meera.477@example.com
ORD1087,ST-002,Notebook,Apparel,3,152.26,2026-01-18,diya.797@example.com
ORD1088,ST-002,Notebook,Grocery,1,232.36,2025-10-22,noah.407@example.com
ORD1089,ST-002,Blender,Grocery,4,27.27,2026-01-31,emma.871@example.com
ORD1090,ST-002,Headset,Grocery,1,88.11,2025-08-08,olivia.71@example.com
ORD1091,ST_005,Monitor,Apparel,1,212.69,2025-09-08,diya.444@example.com
ORD1092,st-003,Monitor,Home,3,110.0,2026-01-11,arjun.989@example.com
ORD1093,ST-002,Notebook,Toys,8,117.29,2026-01-10,karan.275@example.com
ORD1094,st-003,Jacket,Electronics,2,71.17,2025-08-19,rohan.769@example.com
ORD1095,ST-004,Headset,Toys,7,85.43,2025-09-11,liam.187@example.com
ORD1096,ST-004,Blender,Apparel,5,86.4,2025-11-02,james.570@example.com
ORD1092,ST-001,Kettle,Electronics,2,61.86,2025-07-28,priya.569@example.com
ORD1098,ST-002,Camera,Home,8,113.15,2025-01-09,ananya.302@example.com
ORD1099,ST-002,Lamp,Electronics,-1,166.66,2025-07-08,priya.567@example.com
ORD1100,ST_005,Backpack,Home,6,89.25,2025-08-21,james.314@example.com
ORD1101,st-003,Blender,Grocery,4,80.26,2026-01-16,sara.974@example.com
ORD1102,ST-002,Charger,Electronics,-1,185.17,2025-05-22,karan.779@example.com
ORD1103,ST_005,Headset,Apparel,2,208.49,2025-06-01,rohan.370@example.com
ORD1104,ST-002,Notebook,Grocery,3,70.03,2025-01-28,sara.300@example.com
ORD1105,ST-002,Charger,Home,2,218.43,2025-10-21,emma.481@example.com
ORD1106,ST-004,Sneaker,Apparel,3,241.44,2025-05-10,priya.117@example.com
ORD1107,ST-001,Lamp,Home,2,145.1,2025-12-18,vivaan.156@example.com
ORD1108,ST-002,Speaker,Toys,5,23.12,2025-05-08,diya.572@example.com
ORD1109,ST-004,Headset,Toys,4,194.37,2025-07-14,mateo.931@example.com
ORD1110,ST-004,Notebook,Toys,7,77.73,2025-11-14,vivaan.625@example.com
ORD1111,ST-002,Gadget,Electronics,4,67.63,2025-02-11,ishaan.246@example.com
ORD1112,ST-002,Kettle,Grocery,3,2.66,2025-08-19,neha.482@example.com
ORD1113,st-003,Widget,Electronics,5,177.33,2025-12-26,mateo.73@example.com
ORD1114,ST-002,Blender,Apparel,4,107.43,2025-10-06,rohan.664@example.com
ORD1115,ST-002,Notebook,Electronics,2,16.79,2025-06-07,neha.767@example.com
ORD1116,ST_005,Notebook,Home,2,118.24,2025-06-05,noah.966@example.com
ORD1117,st-003,Kettle,Toys,8,110.56,2025-11-03,vivaan.911@example.com
ORD1118,ST-004,Camera,Apparel,5,8.41,2025-04-28,karan.602@example.com
ORD1119,ST-001,Speaker,Apparel,1,191.25,2025-03-31,priya.532@example.com
ORD1120,ST-002,Sneaker,Apparel,3,249.24,2025-08-12,priya.993@example.com
ORD1121,ST-001,Sneaker,Apparel,7,84.66,2025-12-10,diya.879@example.com
ORD1122,ST-002,Backpack,Home,8,73.48,2025-07-25,sara.38@example.com
ORD1123,ST-004,Gadget,Apparel,5,82.17,2026-01-31,noah.886@example.com
ORD1124,ST_005,Jacket,Grocery,8,104.49,2025-04-07,arjun.371@example.com
ORD1125,ST_005,Speaker,Home,8,190.48,2025-04-15,james.563@example.com
ORD1126,ST-002,Notebook,Home,8,32.11,2025-11-19,neha.819@example.com
ORD1127,ST-002,Camera,Electronics,5,138.61,2025-10-10,sophia.96@example.com
ORD1128,ST-002,Jacket,Grocery,8,236.87,2025-11-28,kabir.511@example.com
ORD1129,ST-002,Notebook,Toys,5,105.04,2025-09-05,priya.250@example.com
ORD1130,ST-004,Kettle,Electronics,7,49.27,2025-11-03,arjun.765@example.com
ORD1131,ST-002,Jacket,Grocery,5,193.62,2025-08-01,liam.957@example.com
ORD1132,ST_005,Notebook,Grocery,5,182.06,2025-10-28,karan.676@example.com
ORD1133,ST-004,Jacket,Electronics,8,135.57,2025-06-26,liam.566@example.com
ORD1134,ST_005,Lamp,Home,6,217.66,2025-12-24,rohan.586@example.com
ORD1135,ST-004,Blender,Home,1,,2025-08-31,noah.396@example.com
ORD1136,ST-002,Speaker,Electronics,8,241.28,2025-03-06,arjun.989@example.com
ORD1137,ST_005,Backpack,Grocery,8,26.73,2025-08-22,aarav.740@example.com
ORD1138,ST-002,Lamp,Electronics,2,118.43,2025-05-16,liam.639@example.com
ORD1139,ST-002,Lamp,Grocery,6,213.38,2025-10-01,noah.978@example.com
ORD1140,st-003,Monitor,Home,1,155.13,2025-05-01,emma.233@example.com
ORD1141,ST-002,Gadget,Home,2,190.57,2025-12-27,diya.455@example.com
ORD1142,ST-002,Camera,Apparel,1,13.41,2025-01-29,emma.368@example.com
ORD1143,st-003,Lamp,Electronics,4,133.73,2025-10-17,ishaan.175@example.com
ORD1144,ST-002,Gadget,Toys,7,155.69,2025-05-04,priya.935@example.com
ORD1145,ST_005,Charger,Electronics,8,160.2,2025-08-24,james.683@example.com
ORD1146,ST-001,Speaker,Home,5,170.05,2025-03-22,ananya.453@example.com
ORD1147,st-003,Headset,Apparel,7,173.2,2025-08-22,emma.204@example.com
ORD1148,ST-004,Jacket,Home,2,,2025-10-20,olivia.589@example.com
ORD1149,st-003,Camera,Apparel,1,244.53,2025-12-04,noah.282@example.com
ORD1150,ST-001,Headset,Grocery,8,208.54,2025-05-27,rohan.622@example.com
ORD1151,st-003,Blender,Electronics,5,170.09,2026-01-05,kabir.644@example.com
ORD1152,ST-001,Monitor,Grocery,5,197.58,2025-01-18,karan.374@example.com
ORD1153,ST-002,Charger,Grocery,5,83.03,2025-08-01,ishaan.206@example.com
ORD1154,ST-002,Speaker,Toys,6,133.65,2025-05-20,ishaan.264@example.com
ORD1155,ST-004,Speaker,Apparel,6,201.45,2025-08-28,ananya.145@example.com
ORD1156,ST-002,Jacket,Home,6,24.4,2025-07-22,aarav.271@example.com
ORD1157,ST_005,Gadget,Home,6,168.86,2025-12-11,james.599@example.com
ORD1158,ST-004,Jacket,Apparel,2,169.36,2025-08-30,aarav.635@example.com
ORD1159,ST_005,Backpack,Toys,4,,2025-11-22,mateo.932@example.com
ORD1160,ST-002,Notebook,Home,2,36.66,2025-01-20,emma.505@example.com
ORD1161,ST-001,Gadget,Electronics,3,98.38,2025-07-09,sara.430@example.com
ORD1162,ST_005,Camera,Electronics,7,164.42,2025-09-08,neha.418@example.com
ORD1163,st-003,Widget,Apparel,4,111.96,2025-05-01,olivia.102@example.com
ORD1164,ST-002,Backpack,Toys,6,17.02,2025-05-22,meera.992@example.com
ORD1165,ST-001,Jacket,Home,2,166.37,2025-11-25,neha.995@example.com
ORD1166,ST-001,Widget,Apparel,4,247.23,2025-10-17,meera.71@example.com
ORD1167,ST_005,Blender,Toys,4,203.64,2025-04-30,liam.793@example.com
ORD1168,ST-002,Speaker,Toys,1,70.76,2025-03-16,kabir.554@example.com
ORD1169,st-003,Speaker,Electronics,2,165.94,2025-01-14,kabir.16@example.com
ORD1170,st-003,Speaker,Electronics,6,5.91,2025-05-16,vivaan.130@example.com
ORD1171,ST-002,Lamp,Toys,2,186.92,2025-09-01,mateo.797@example.com
ORD1172,st-003,Kettle,Toys,2,114.1,2025-04-24,neha.45@example.com
ORD1173,ST-002,Speaker,Toys,5,115.59,2025-01-16,vivaan.491@example.com
ORD1174,ST-004,Lamp,Grocery,8,178.68,2025-08-16,ananya.921@example.com
ORD1175,ST-001,Backpack,Toys,3,18.29,2025-05-21,neha.649@example.com
ORD1176,ST_005,Kettle,Apparel,7,248.67,2025-09-29,emma.465@example.com
ORD1177,ST_005,Headset,Home,2,198.69,2025-02-28,sara.739@example.com
ORD1178,ST-002,Lamp,Home,4,104.63,2025-08-21,noah.426@example.com
ORD1179,ST-002,Gadget,Apparel,7,79.51,2025-05-11,olivia.977@example.com
ORD1180,ST-002,Monitor,Home,2,24.62,2025-02-13,ananya.443@example.com
ORD1181,ST-001,Camera,Apparel,3,139.98,2025-10-28,sara.576@example.com
ORD1182,st-003,Monitor,Grocery,-1,89.69,2025-12-07,sophia.889@example.com
ORD1183,ST-002,Widget,Apparel,5,89.21,2025-10-23,arjun.218@example.com
ORD1184,ST-002,Monitor,Home,4,212.12,2025-06-29,sara.377@example.com
ORD1185,ST-001,Speaker,Apparel,4,202.19,2025-10-15,neha.629@example.com
ORD1186,ST-002,Monitor,Toys,1,,2025-12-03,james.30@example.com
ORD1187,ST-002,Notebook,Apparel,6,89.05,2025-04-03,kabir.580@example.com
ORD1188,ST-002,Lamp,Grocery,3,185.76,2025-01-16,ananya.765@example.com
ORD1189,ST_005,Blender,Home,7,,2025-03-22,olivia.320@example.com
ORD1190,ST-002,Backpack,Toys,2,,2025-03-21,ishaan.773@example.com
ORD1191,ST_005,Widget,Grocery,5,111.89,2025-08-06,priya.622@example.com
ORD1192,ST-004,Lamp,Apparel,4,189.23,2025-02-28,olivia.441@example.com
ORD1193,ST-001,Notebook,Toys,8,132.68,2025-06-07,vivaan.226@example.com
ORD1189,ST-004,Headset,Grocery,1,52.7,2025-04-19,kabir.783@example.com
ORD1195,st-003,Notebook,Apparel,2,3.92,2026-01-18,sophia.180@example.com
ORD1196,ST-002,Lamp,Toys,4,126.07,2025-12-09,olivia.74@example.com
ORD1197,ST-004,Jacket,Grocery,7,6.65,2025-02-09,liam.590@example.com
ORD1198,ST-004,Headset,Home,7,,2025-07-27,aarav.990@example.com
ORD1199,st-003,Charger,Toys,8,208.34,2025-07-05,ananya.448@example.com
ORD1200,ST-001,Blender,Home,7,131.94,2025-07-22,emma.764@example.com
ORD1201,st-003,Blender,Apparel,3,20.94,2025-11-21,diya.544@example.com
ORD1202,ST_005,Blender,Apparel,6,182.39,2025-11-27,kabir.242@example.com
ORD1203,ST-001,Charger,Apparel,4,45.03,2025-03-20,ananya.182@example.com
ORD1204,ST-002,Sneaker,Home,8,170.92,2025-10-17,neha.331@example.com
ORD1205,ST-002,Backpack,Electronics,8,18.93,2025-08-15,emma.816@example.com
ORD1206,st-003,Headset,Grocery,6,127.82,2025-06-08,mateo.463@example.com
ORD1207,ST-001,Widget,Apparel,5,21.03,2025-02-16,neha.609@example.com
ORD1208,ST_005,Lamp,Home,1,113.53,2025-10-20,meera.330@example.com
ORD1209,ST_005,Sneaker,Toys,3,239.52,2025-08-19,diya.831@example.com
ORD1210,st-003,Camera,Grocery,3,11.71,2025-12-29,mateo.450@example.com
ORD1211,ST_005,Kettle,Toys,3,,2025-05-25,noah.419@example.com
ORD1212,st-003,Monitor,Toys,1,197.73,2025-11-28,liam.68@example.com
ORD1213,st-003,Gadget,Toys,7,72.47,2026-01-06,neha.895@example.com
ORD1214,ST-002,Backpack,Grocery,3,229.35,2025-06-08,noah.133@example.com
ORD1215,ST_005,Camera,Grocery,5,140.61,2025-11-26,liam.833@example.com
ORD1216,ST-002,Monitor,Toys,2,162.21,2025-08-05,arjun.371@example.com
ORD1217,ST-001,Backpack,Apparel,3,237.89,2025-06-24,priya.197@example.com
ORD1218,ST-002,Charger,Electronics,2,75.36,2025-02-21,arjun.790@example.com
ORD1219,ST_005,Jacket,Toys,1,166.16,2026-01-28,neha.135@example.com
ORD1220,ST_005,Lamp,Electronics,3,,2025-12-21,neha.829@example.com
ORD1221,ST-002,Camera,Home,1,103.89,2025-12-13,rohan.993@example.com
ORD1222,ST-004,Headset,Apparel,8,60.03,2025-05-03,emma.989@example.com
ORD1223,ST-004,Jacket,Electronics,6,170.22,2025-10-20,mateo.473@example.com
ORD1224,st-003,Speaker,Home,7,241.63,2025-04-13,neha.142@example.com
ORD1225,st-003,Widget,Home,6,139.53,2025-02-22,arjun.872@example.com
ORD1226,ST-001,Notebook,Grocery,-1,69.65,2025-09-20,kabir.851@example.com
ORD1227,ST-004,Gadget,Electronics,8,221.39,2025-01-14,sophia.55@example.com
ORD1228,ST-004,Kettle,Apparel,4,,2025-02-11,olivia.230@example.com
ORD1229,ST-001,Backpack,Grocery,6,198.26,2025-03-12,vivaan.294@example.com
ORD1230,ST-004,Camera,Electronics,8,113.25,2025-01-03,ananya.20@example.com
ORD1231,st-003,Blender,Electronics,7,29.57,2025-05-28,rohan.309@example.com
ORD1232,ST-001,Widget,Electronics,7,160.46,2025-11-15,mateo.65@example.com
ORD1233,ST-001,Jacket,Home,1,158.72,2025-10-22,rohan.736@example.com
ORD1234,ST-002,Notebook,Home,1,154.47,2025-05-04,karan.427@example.com
ORD1235,ST-002,Monitor,Grocery,6,18.78,2025-09-27,sara.520@example.com
ORD1236,ST_005,Kettle,Grocery,7,218.59,2025-01-23,noah.383@example.com
ORD1237,st-003,Camera,Grocery,6,197.55,2025-06-26,rohan.751@example.com
ORD1238,ST-002,Monitor,Grocery,6,35.09,2025-06-30,sara.347@example.com
ORD1239,ST-002,Charger,Home,8,,2025-03-11,ananya.734@example.com
ORD1240,ST-004,Widget,Apparel,4,12.86,2025-04-13,vivaan.324@example.com
ORD1241,st-003,Kettle,Home,8,64.82,2026-01-21,meera.293@example.com
ORD1242,st-003,Jacket,Grocery,6,69.76,2025-07-08,sophia.911@example.com
ORD1243,ST-004,Camera,Home,7,86.08,2025-04-06,priya.709@example.com
ORD1244,ST-004,Backpack,Toys,5,200.68,2026-01-08,sophia.81@example.com
ORD1245,ST-004,Headset,Electronics,5,81.66,2025-02-10,liam.677@example.com
ORD1246,st-003,Notebook,Home,7,43.33,2025-08-16,olivia.458@example.com
ORD1247,ST-001,Camera,Apparel,7,70.09,2025-01-30,ananya.688@example.com
ORD1248,ST-002,Lamp,Apparel,3,,2025-03-15,neha.695@example.com
ORD1249,ST-004,Widget,Electronics,2,60.53,2025-11-27,olivia.371@example.com
ORD1250,ST-004,Headset,Grocery,3,170.41,2025-07-09,olivia.455@example.com
ORD1251,ST-001,Headset,Electronics,6,100.71,2025-11-29,james.256@example.com
ORD1252,ST-001,Widget,Electronics,8,130.4,2025-10-15,diya.269@example.com
ORD1253,st-003,Camera,Home,4,249.1,2025-05-27,priya.205@example.com
ORD1254,ST-001,Charger,Grocery,8,44.82,2026-01-01,mateo.90@example.com
ORD1255,ST-002,Jacket,Apparel,6,177.97,2025-10-09,sara.298@example.com
ORD1256,st-003,Jacket,Electronics,3,198.84,2025-09-18,rohan.125@example.com
ORD1257,ST-002,Speaker,Electronics,4,198.01,2025-01-14,olivia.568@example.com
ORD1258,ST_005,Backpack,Home,3,153.76,2025-02-14,ananya.317@example.com
ORD1259,ST-004,Camera,Home,7,192.75,2025-10-22,ananya.129@example.com
ORD1260,st-003,Monitor,Grocery,8,117.53,2025-09-22,olivia.132@example.com
ORD1261,ST_005,Monitor,Toys,3,192.41,2025-03-08,sophia.515@example.com
ORD1262,ST-001,Jacket,Grocery,3,77.42,2025-03-24,liam.958@example.com
ORD1263,ST-002,Blender,Apparel,-1,211.79,2025-05-09,meera.651@example.com
ORD1264,ST_005,Notebook,Electronics,5,154.38,2025-02-17,arjun.657@example.com
ORD1265,ST-002,Headset,Toys,3,44.46,2025-11-16,neha.346@example.com
ORD1266,ST_005,Widget,Grocery,2,13.27,2025-11-25,karan.272@example.com
ORD1267,ST-002,Blender,Toys,7,155.29,2025-01-16,priya.911@example.com
ORD1268,ST-002,Kettle,Apparel,-1,121.77,2025-12-17,noah.305@example.com
ORD1269,ST-004,Gadget,Grocery,3,111.02,2025-09-05,mateo.209@example.com
ORD1270,st-003,Headset,Electronics,6,215.65,2025-06-13,olivia.999@example.com
ORD1271,ST-004,Charger,Apparel,2,81.14,2025-08-27,diya.274@example.com
ORD1272,ST-004,Blender,Electronics,2,14.55,2025-07-16,neha.429@example.com
ORD1273,ST-002,Jacket,Electronics,-1,233.57,2026-01-05,liam.195@example.com
ORD1274,ST-002,Sneaker,Toys,8,125.69,2025-06-07,priya.24@example.com
ORD1275,ST-001,Lamp,Toys,8,241.74,2025-04-21,karan.362@example.com
ORD1276,ST-001,Widget,Apparel,8,150.18,2025-12-01,priya.293@example.com
ORD1277,ST_005,Widget,Grocery,7,35.22,2025-05-16,olivia.783@example.com
ORD1278,ST-004,Backpack,Grocery,7,14.69,2025-10-15,meera.372@example.com
ORD1279,ST_005,Notebook,Grocery,7,127.06,2026-01-27,sara.287@example.com
ORD1280,ST_005,Monitor,Toys,2,,2025-02-19,noah.383@example.com
ORD1281,st-003,Kettle,Apparel,3,51.37,2025-09-18,noah.513@example.com
ORD1282,ST-001,Widget,Grocery,3,178.97,2025-08-31,arjun.468@example.com
ORD1283,ST-002,Headset,Toys,3,,2025-11-10,liam.167@example.com
ORD1284,ST-004,Headset,Apparel,6,127.81,2025-09-18,sara.502@example.com
ORD1285,ST-002,Headset,Apparel,8,204.31,2025-07-08,liam.690@example.com
ORD1286,ST-001,Lamp,Toys,5,199.6,2026-01-07,aarav.612@example.com
ORD1287,ST-004,Notebook,Toys,4,180.91,2025-10-26,priya.175@example.com
ORD1288,ST_005,Monitor,Toys,7,38.65,2025-12-15,rohan.33@example.com
ORD1289,ST_005,Camera,Grocery,4,6.7,2025-06-10,sophia.156@example.com
ORD1290,ST-004,Camera,Electronics,7,126.45,2025-11-10,priya.894@example.com
ORD1286,ST-002,Camera,Grocery,3,130.63,2025-10-15,liam.679@example.com
ORD1292,ST-004,Kettle,Home,6,239.26,2025-08-24,sara.351@example.com
ORD1293,ST_005,Backpack,Apparel,8,49.68,2025-05-07,james.572@example.com
ORD1294,st-003,Blender,Apparel,5,176.82,2025-12-20,priya.325@example.com
ORD1295,ST-004,Backpack,Toys,5,73.37,2025-10-21,sara.389@example.com
ORD1296,ST-004,Jacket,Apparel,3,74.03,2025-05-28,ananya.355@example.com
ORD1297,ST-004,Monitor,Apparel,8,55.07,2025-10-03,james.956@example.com
ORD1298,ST_005,Camera,Apparel,3,29.09,2026-01-15,karan.246@example.com
ORD1299,ST-002,Widget,Toys,4,160.21,2025-01-27,diya.424@example.com
ORD1300,st-003,Camera,Home,2,170.94,2025-03-12,aarav.988@example.com
ORD1301,ST_005,Charger,Home,8,120.41,2025-04-13,emma.329@example.com
ORD1302,st-003,Monitor,Grocery,2,163.77,2025-04-29,sara.757@example.com
ORD1303,ST-002,Jacket,Grocery,3,105.64,2025-04-01,vivaan.857@example.com
ORD1304,ST-004,Speaker,Home,3,234.28,2025-05-29,vivaan.10@example.com
ORD1305,st-003,Headset,Toys,2,232.26,2025-06-21,emma.466@example.com
ORD1306,ST-002,Kettle,Toys,8,,2025-03-10,arjun.480@example.com
ORD1307,st-003,Blender,Grocery,6,42.3,2025-08-23,james.736@example.com
ORD1308,ST-002,Widget,Apparel,5,142.81,2026-01-23,meera.180@example.com
ORD1309,ST_005,Jacket,Home,7,129.79,2025-02-14,noah.686@example.com
ORD1310,ST-001,Charger,Electronics,8,82.25,2025-05-08,aarav.268@example.com
ORD1311,ST-004,Blender,Home,5,238.6,2025-06-04,karan.741@example.com
ORD1312,ST_005,Widget,Apparel,6,173.81,2025-02-01,diya.477@example.com
ORD1313,st-003,Charger,Home,5,173.19,2025-11-24,emma.377@example.com
ORD1314,ST_005,Blender,Electronics,3,,2025-08-21,neha.383@example.com
ORD1315,ST-004,Camera,Toys,8,189.82,2025-12-07,meera.781@example.com
ORD1316,ST-002,Monitor,Toys,2,132.33,2025-09-28,olivia.80@example.com
ORD1317,ST_005,Gadget,Grocery,4,144.03,2025-03-18,ishaan.336@example.com
ORD1318,ST_005,Sneaker,Grocery,4,179.8,2025-09-08,ananya.921@example.com
ORD1319,ST_005,Sneaker,Grocery,8,34.72,2025-08-01,mateo.578@example.com
ORD1320,ST-001,Kettle,Home,5,,2025-07-22,james.837@example.com
ORD1321,ST-001,Camera,Electronics,2,,2025-06-26,ananya.555@example.com
ORD1322,ST-001,Gadget,Home,1,73.2,2025-04-03,kabir.785@example.com
ORD1323,ST-002,Camera,Home,6,248.23,2025-07-15,mateo.891@example.com
ORD1324,ST-004,Lamp,Grocery,3,164.08,2025-06-28,diya.183@example.com
ORD1325,ST_005,Lamp,Toys,3,182.51,2025-04-25,aarav.775@example.com
ORD1326,ST-001,Notebook,Home,7,133.92,2025-04-28,rohan.472@example.com
ORD1327,st-003,Charger,Apparel,4,234.48,2026-01-07,diya.33@example.com
ORD1328,ST-002,Lamp,Toys,1,61.69,2025-02-04,diya.609@example.com
ORD1329,ST-001,Sneaker,Toys,1,62.69,2025-01-23,noah.450@example.com
